svm_linear,0.59,0.59
svm_polynomial,0.85,0.845
svm_rbf,0.953333333333,0.96
logistic,0.59,0.59
knn,0.94,0.94
decision_tree,0.983333333333,1.0
random_forest,0.973333333333,0.96
